_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
511,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
512,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Djibouti,DJI,80.05706527,79.07263522,78.18927668,77.30522545,76.41648439,75.52201761,77.76922544,73.70236698,72.77288929,71.82763033,70.86798334,69.898786,61.75038332,67.94241368,66.96164994,65.98435019,69.26958027,64.04845636,63.0928447,62.14483064,61.19792216,60.25254309,59.30660223,58.36029552,57.41176368
513,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Dominican Republic,DOM,100,100,99.87691825,99.76478066,99.36781946,98.9424341,98.5802482,98.27622753,98.02372627,100,98.04329917,97.82432913,97.28189708,94.96955941,95.39983987,94.66623094,93.81850714,99.02990834,99.2925351,99.35571532,99.38032801,99.19905724,99.01912183,99.32527629,99.26618344
515,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Ecuador,ECU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65838569,100,100,100,99.94867666,100
516,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Egypt, Arab Rep.",EGY,99.8670064,99.98398347,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79723661,100,100,100,100,100,100,100,100,99.8
517,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,El Salvador,SLV,100,95.9436275,100,100,99.35667486,98.80459186,97.85510939,96.96518415,98.4348386,95.47206682,98.01363676,98.6492263,98.53210833,97.20916859,97.1975064,97.07627406,97.43934009,98.00259892,97.74337787,97.19327277,97.18125712,97.33227254,97.93925033,97.66731371,97.60223259
518,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Equatorial Guinea,GNQ,100,100,99.18503888,97.77674217,96.45320208,96.89027326,97.33253271,97.76679626,98.18980409,98.59938125,98.99425281,99.37846403,99.75053645,100,100,100,100,100,100,100,100,100,100,100,100
519,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Eritrea,ERI,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
520,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Estonia,EST,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
521,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Ethiopia,ETH,0,0,0,0,0,0,0,0,63.12098719,69.67890053,83.84640504,80.31501926,84.16757834,86.18757805,88.12378085,78.97006156,91.72055497,93.28751743,93.81999118,94.29216236,94.70226655,100,95.40747961,95.733446,91.0311941
522,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Faeroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
523,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Falkland Islands,FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Fiji,FJI,47.42143546,51.42801431,55.31660959,59.09033312,62.75250996,66.30586593,69.24191582,73.15008166,76.49487066,79.78003077,83.00731223,86.17989918,89.30019321,91.41009777,95.39357933,98.37404815,100,100,100,100,100,100,100,100,100
525,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Finland,FIN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
526,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,France,FRA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
527,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,French Guyana,GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,French Polynesia,PYF,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
529,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Gabon,GAB,82.75878489,82.83576473,82.96926846,83.15716282,83.39136959,83.69339935,84.0555479,84.46791343,84.92213561,85.4113483,84.51882569,86.48784521,87.07409529,87.69270082,88.34485641,90.94074677,89.75064034,90.50753322,91.29830363,92.11994261,92.96887877,93.84408862,96.30852574,93.94412265,96.59409662
530,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Gambia, The",GMB,9.33086148,13.51531118,17.45680674,13.82174887,24.69771358,28.06094503,31.26576123,34.31895899,37.22452953,39.98866782,51.84505945,45.12250975,47.50889881,49.78519577,51.97497325,54.08974184,56.13835801,58.1313208,60.0740388,61.97485099,63.83728842,65.66684474,67.46758191,67.03460188,70.99696169
531,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Georgia,GEO,98.94715225,99.06902173,99.19008045,99.30878096,99.42317218,99.53105051,99.63043667,99.7202364,99.80038048,99.86567236,99.90861037,99.94404058,100,99.99253539,100,100,100,100,100,100,100,100,100,100,100
532,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Germany,DEU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
533,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Ghana,GHA,0,68.10593901,68.61410391,69.65801026,69.80181906,70.47193471,71.18524611,71.94286927,72.05752723,73.56141534,74.44913668,75.45331267,76.47996562,76.76479238,78.60128128,79.70061725,80.82547142,81.97805427,83.38652178,84.37038142,85.60901528,85.91696856,88.17696663,90.50765212,91.65597923
534,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
535,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Greece,GRC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
536,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
537,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guadeloupe,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guam,GUM,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
540,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guatemala,GTM,89.11265277,89.29896101,89.51034858,89.74894879,90.00875663,88.11670479,90.58516452,90.89613038,91.21735428,91.78900946,93.91820509,92.23819523,92.30046388,92.83720501,93.35327603,93.74784253,97.36762775,94.5803102,95.02180112,95.48098274,95.95896837,96.05163893,96.97345385,97.51069838,95.70626852
541,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guinea,GIN,31.04549652,33.21169307,35.33466095,37.41766326,39.45631928,41.45244205,43.40385906,45.30962354,47.1566788,50.05002395,50.66890914,52.3285175,53.92602763,55.45801249,56.92630702,55.8374678,59.67117164,60.95046919,62.17485764,63.34299253,64.46382544,65.53726853,68.07846568,67.55976429,68.51413616
542,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256992823,6.712053341,9.028403248,16.11164293,20.41266071,24.57934885,31.18846741
543,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Guyana,GUY,93.95454459,93.94482916,93.92759287,98.12443988,93.86826335,93.82317767,93.76585885,93.69463302,93.60733139,93.50443105,93.38248783,93.2410126,93.07833191,92.89194704,92.67086533,82.56687162,92.12055045,91.79231767,91.4341691,91.08032983,90.64681361,90.22966901,89.80367396,89.37494357,94.19011251
544,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Haiti,HTI,98.80667374,94.82905264,91.11696081,89.26928192,87.49533871,87.97486218,84.15555865,82.63510723,81.16945091,79.75216989,85.25617746,67.09681702,72.15091501,69.41637183,66.90865903,64.68097204,60.2182295,60.93480739,59.37675923,58.00212259,56.79301029,55.73362995,56.59239011,54.00675085,53.31410252
545,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Honduras,HND,98.11455845,92.03735621,96.87258128,95.36775773,95.38660622,96.50743657,97.63051546,99.02594067,99.79429061,98.581148,96.49048335,96.49013762,96.37103668,96.34098533,96.52974705,97.07986468,96.422931,96.83305917,97.16035499,96.54933183,96.97727062,97.17808417,96.40532281,97.08046667,99.10344549
546,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
547,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
548,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
549,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,India,IND,83.33887081,83.93564714,84.59804204,85.28088657,85.95743104,86.65298711,87.35394654,88.06036278,88.77047319,91.81106985,90.19394023,87.29940538,91.34016077,91.94873633,90.22724154,93.05335118,96.95942709,94.15934654,94.71450917,95.42426521,99.97093438,93.52860984,95.46247983,97.64445415,98.26935731
550,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Indonesia,IDN,98.53352258,83.72841531,96.50865764,64.87563558,87.75914491,87.33598937,97.26016137,91.36594274,100,100,100,100,100,92.25595785,100,97.81586694,100,96.62011449,100,98.78010745,98.92449243,99.13560497,98.92082037,99.37808189,99.42178499
551,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Iran, Islamic Rep.",IRN,97.73857894,97.99508888,98.23032409,98.45339076,98.66766712,98.870924,99.06086909,99.24126839,99.40587084,99.551159,99.75286839,99.79242563,99.89414453,99.98725987,100,100,100,100,100,100,100,100,100,100,100
552,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Iraq,IRQ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74971967,100,100,99.98797431
553,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
554,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Isle of Man,IMY,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
555,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
556,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
557,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Jamaica,JAM,87.85451047,90.58990454,90.68009233,90.78353409,90.89825363,91.02082682,95.16920957,91.28108618,91.41377053,89.39858754,91.67747335,93.13343814,91.35521525,92.10815957,92.2630823,92.42449873,92.5939772,92.77352699,99.10032881,93.16392747,93.37495889,87.57954268,93.82923967,94.23243822,94.67957394
558,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
559,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Jordan,JOR,99.27808246,99.49876069,99.45969426,99.43639634,99.42453669,99.44052607,99.48427614,100,99.54191955,99.55394609,99.55541708,99.54855025,99.69547054,99.52210229,99.72178017,99.50101954,99.49991421,99.02393023,99.52107838,99.55816513,99.59282972,99.66333433,99.52052549,99.88089899,100
560,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kazakhstan,KAZ,98.92983451,99.05558959,99.18071037,99.29590087,99.4098385,99.9,99.60415259,99.6856091,99.75517093,99.44264236,99.87090259,99.91350407,99.94488615,99.96566967,99.98038005,99.99085071,99.9987243,100,100,100,100,100,100,100,100
561,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kenya,KEN,28.59098387,32.10250939,35.501616,45.90495581,41.97568113,45.05640979,48.03390797,50.91509421,57.36419824,56.38313569,58.94439307,61.40199197,63.75461575,59.02046996,68.14293814,70.184938,72.12287138,73.95966158,75.70412622,72.37123548,59.73126532,80.4845948,81.93940379,83.33689496,100
562,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kiribati,KIR,96.36153393,96.40934716,96.40889334,96.3596492,96.26058165,96.1099762,95.55166848,94.64558269,93.57210291,92.34477864,90.97427733,90.06729891,89.45029495,88.81968504,88.17859403,88.26568999,86.8671875,86.18724739,85.48591672,80.79331301,87.49633148,83.24346036,82.44960497,81.6266338,80.77883727
563,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Korea, Dem. Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Korea, Rep.",KOR,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
565,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kosovo,KSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
567,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Kyrgyz Republic,KGZ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.4869104,99.99457482,99.8,99.64227652,99.98101724
568,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Lao PDR,LAO,100,100,100,100,100,72.24878667,100,98.95226214,96.86733737,95.09385146,93.60254475,92.38112333,83.95350699,92.69912896,90.07390695,92.75186253,89.5725742,89.63620748,95.15441335,90.31622285,90.91066952,90.17108058,92.54557332,93.56498434,94.70603428
569,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
570,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Lebanon,LBN,98.70448029,98.82120848,98.94196395,99.06451903,99.17869798,99.29380765,99.40241315,99.50180778,99.5903087,99.67854951,99.75429857,99.82008303,99.87918357,99.93516608,100,100,100,100,100,100,100,100,100,100,100
571,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,6.086047653,11.48909499,19.59840283,28.46377866,31.7498307,32.39564963,41.36408017,45.94996447,51.34402325,54.61777829,58.72110733,62.68568761,66.5276542,71.52598415
572,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374177737,1.341154441,5.506687091,4.837081423,3.451033698,8.93800617,7.435808674,12.91780227,18.77936318,16.78025829
573,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Libya,LBY,100,99.9967379,99.99056286,99.97907813,99.95985376,99.931236,99.89769068,99.87365317,99.87356238,99.89617731,100,99.95104128,99.96742161,99.97807937,99.98513241,99.99154887,99.9994789,100,100,100,100,100,100,100,100
574,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
575,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
576,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
577,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Macao SAR, China",MAC,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
578,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Macedonia, FYR",MKD,90.47592534,91.09905866,91.71970235,92.33815715,92.952565,93.57761058,94.19332762,94.79739896,95.38747549,95.96209392,96.52289127,97.07222919,97.61241036,98.14573379,98.67442092,99.20801482,99.7431013,100,100,100,100,100,100,100,100
579,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Madagascar,MDG,40.3860107,39.47350193,31.47740686,37.78719812,37.39820003,37.05576076,36.72066089,35.53338017,36.06779236,35.74494301,35.42256523,38.39242407,34.76736101,34.43215122,44.47481082,33.43404744,32.79264346,32.16665983,31.55790509,37.5948498,30.42141396,24.44821501,29.40439415,22.28775147,28.51724343
580,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Malawi,MWI,14.25758582,15.70663534,18.28775463,18.37781569,19.60723813,20.7727638,21.87306758,22.91515936,23.89817846,25.22478981,27.00958093,27.95482975,29.26430148,28.68042108,33.60871353,32.86887091,33.93938075,34.93453301,35.86443987,36.71775083,36.96202835,32.9070194,34.58256584,38.52292603,49.41493622
581,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Malaysia,MYS,98.17772867,98.22248491,98.20691241,98.20584867,98.22535154,98.26180814,98.31071865,98.36875359,98.43129277,98.495475,98.56126767,98.65043985,98.74089405,98.83489778,98.93499524,99.04412743,99.17668393,99.31139069,99.45897425,99.85515516,99.78488429,99.93721374,99.98940794,100,100
582,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Maldives,MDV,4.289582498,8.50773494,12.74660993,17.00343115,21.27971373,25.89486478,31.30833004,36.57065096,41.69278629,46.70489421,46.4708436,57.61427315,62.96160581,67.92108866,72.52486694,76.7978214,80.77247512,84.46320964,87.90225826,100,94.14214077,96.69683683,98.57144197,99.58193701,100
583,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mali,MLI,0,0,0,0,0,16.41707271,22.72916647,24.5756691,27.84478955,29.81605815,31.69863373,31.77867879,35.2142162,36.85254238,38.41473993,39.91042008,44.01384163,42.70912424,44.02528333,45.29896624,46.54310016,47.76432896,48.35652927,50.15572691,51.3323868
584,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
585,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Marshall Islands,MHL,0,81.96279139,83.86081285,85.32252479,86.5592617,86.64220981,86.75228531,86.89263414,87.05451283,87.34266325,87.4421023,87.67381958,87.93338846,88.22048916,88.54044488,88.8937909,89.28194254,89.12884819,90.16891799,90.66492153,91.19226604,92.37212914,92.33940538,92.95452735,93.59508323
586,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Martinique,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mauritania,MRT,3.02388774,6.512872949,9.87778112,13.12316573,16.25171287,19.26723507,22.17214272,24.96969105,27.66159781,30.2508183,32.74100464,41.86615906,37.4626288,39.71228644,41.89843583,32.84587879,46.10683815,48.14170364,52.33747858,52.09966461,54.02960746,55.93190643,57.80721315,59.65948114,63.89818506
588,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mauritius,MUS,96.89789363,97.07839129,97.25881481,97.43410177,97.59790133,97.74389483,97.86563966,97.95664703,98.01968942,98.12314006,98.14463937,99.40926578,100,100,100,100,100,100,100,100,100,100,100,100,100
589,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mexico,MEX,99.70455479,99.67345207,99.72673268,99.64317901,100,99.63661141,99.57778954,99.66610463,99.47625066,99.67046971,99.68207941,99.62949409,99.67458887,99.57995718,99.45968212,99.66802544,99.74588156,99.58421542,99.79235908,99.65792712,99.72639351,99.78354556,99.63973728,99.94108911,99.61148721
591,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.78843849,85.21908233,80.80380049,72.78676621,64.78420263,56.81825512
592,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Moldova,MDA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.32426971,100,99.87516296,99.7156995,99.71660773,99.82928214,99.93914296,99.98902967,99.999405,100
593,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
594,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mongolia,MNG,36.56225814,38.83526695,41.46370427,44.41203867,47.66615273,50.92109756,54.176133,57.42752849,60.6742233,63.91368952,57.00926164,70.62361115,73.75025089,75.51252113,79.42356163,97.66292994,84.42424456,86.7070153,88.85928437,90.89225609,92.81161,94.62635629,96.35564629,93.49732182,99.5971636
595,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Montenegro,MNE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
596,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Morocco,MAR,87.35064878,87.00506137,83.01031939,86.61217107,86.55221453,86.68548948,87.49494596,88.04453109,88.61236574,89.1952208,89.79572303,90.41512731,91.05317002,91.71320141,100,92.99732708,93.61983956,94.28887344,95.00388776,95.7643337,96.56851239,97.41562159,98.30389051,99.23257271,96.32548953
598,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Mozambique,MOZ,0,0,0,1.353822116,2.340478117,6.027427474,9.313431603,17.87010647,15.04704987,17.80785598,20.52654139,18.50294889,25.83181426,24.71912618,30.95754261,33.45225594,35.89950692,38.30311557,40.66298926,40.2286862,45.22180979,52.86784572,49.57265,51.67337415,53.72737351
599,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Myanmar,MMR,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.46529682,88.89866932,83.54856946,80.47099112,73.5730321,68.94018352,64.53679998,57.94161139
600,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Namibia,NAM,81.51228665,82.62916148,82.54555196,83.80802126,84.29361122,84.77363671,85.24117633,85.69997138,86.14552987,86.57856657,85.17359625,87.39666969,87.02854632,86.53953956,86.07016761,85.63059019,85.21515,89.99246055,84.4712403,84.15425929,83.86799169,83.62068791,83.40866792,80.707247,83.18230028
601,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Nepal,NPL,0,0,0,14.39189297,23.55069581,50.48735721,63.12489745,72.67525168,72.93329757,73.42068214,74.11147841,68.95008585,77.08914547,79.12564969,93.87252215,83.27541583,94.81290736,87.49469493,89.63120407,91.80055294,94.00985142,92.70659368,98.58140997,100,99.24097428
602,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
603,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Netherlands Antilles,ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,New Caledonia,NCL,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
605,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
606,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Nicaragua,NIC,95.01191967,95.24462793,95.48168946,98.24981765,95.96273283,96.20088963,96.43227815,96.6565987,92.96083533,97.07718674,97.2709581,97.619454,97.63992219,97.81836368,97.99448263,97.6394296,98.34648345,98.51791058,98.68847107,100,99.02638738,99.19506529,99.36372757,99.53240275,99.41187135
607,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Niger,NER,0,0,27.24618046,28.94770031,31.77023592,37.95300708,41.61315344,37.39811903,40.77427368,40.23156798,41.62116212,42.98079757,44.2775227,45.50304249,46.64441097,29.75007217,47.75511914,49.51861965,50.2891013,50.97401599,51.58861863,58.27291738,56.35089112,53.07891455,53.48347666
